"Environment","Genotype","Block","Season","Grain_yield"
"C. Mourão 01","44","1","2","3.77"
"C. Mourão 01","45","1","2","3.5"
"C. Mourão 01","46","1","2","3.89"
"C. Mourão 01","47","1","2","3.53"
"C. Mourão 01","48","1","2","3.77"
"C. Mourão 01","49","1","2","3.75"
"C. Mourão 01","50","1","2","2.24"
"C. Mourão 01","51","1","2","2.89"
"C. Mourão 01","52","1","2","4.31"
"C. Mourão 01","53","1","2","3.19"
"C. Mourão 01","54","1","2","4.15"
"C. Mourão 01","55","1","2","3.07"
"C. Mourão 01","56","1","2","3.62"
"C. Mourão 01","57","1","2","3.43"
"C. Mourão 01","58","1","2","2.97"
"C. Mourão 01","59","1","2","3.48"
"C. Mourão 01","60","1","2","2.6"
"C. Mourão 01","61","1","2","3.59"
"C. Mourão 01","62","1","2","3.53"
"C. Mourão 01","63","1","2","2.72"
"C. Mourão 01","64","1","2","3.66"
"C. Mourão 01","1","2","2","5.68"
"C. Mourão 01","9","2","2","3.94"
"C. Mourão 01","17","2","2","3.78"
"C. Mourão 01","25","2","2","3.07"
"C. Mourão 01","33","2","2","2.7"
"C. Mourão 01","41","2","2","4.23"
"C. Mourão 01","49","2","2","3.99"
"C. Mourão 01","57","2","2","3.55"
"C. Mourão 01","2","2","2","2.72"
"C. Mourão 01","10","2","2","4.21"
"C. Mourão 01","18","2","2","3.25"
"C. Mourão 01","26","2","2","4.03"
"C. Mourão 01","34","2","2","4.54"
"C. Mourão 01","42","2","2","3.76"
"C. Mourão 01","50","2","2","2.42"
"C. Mourão 01","58","2","2","3.38"
"C. Mourão 01","3","2","2","5.02"
"C. Mourão 01","11","2","2","4.2"
"C. Mourão 01","19","2","2","2.27"
"C. Mourão 01","27","2","2","3.66"
"C. Mourão 01","35","2","2","2.88"
"C. Mourão 01","43","2","2","4.21"
"C. Mourão 01","51","2","2","2.19"
"C. Mourão 01","59","2","2","3.28"
"C. Mourão 01","4","2","2","4.16"
"C. Mourão 01","12","2","2","3.81"
"C. Mourão 01","20","2","2","2.35"
"C. Mourão 01","28","2","2","5.4"
"C. Mourão 01","36","2","2","4.16"
"C. Mourão 01","44","2","2","2.78"
"C. Mourão 01","52","2","2","3.71"
"C. Mourão 01","60","2","2","2.55"
"C. Mourão 01","5","2","2","2.89"
"C. Mourão 01","13","2","2","4.27"
"C. Mourão 01","21","2","2","3.55"
"C. Mourão 01","29","2","2","4.89"
"C. Mourão 01","37","2","2","4.59"
"C. Mourão 01","45","2","2","3.47"
"C. Mourão 01","53","2","2","2.75"
"C. Mourão 01","61","2","2","4.22"
"C. Mourão 01","6","2","2","4.09"
"C. Mourão 01","14","2","2","2.32"
"C. Mourão 01","22","2","2","3.77"
"C. Mourão 01","30","2","2","3.95"
"C. Mourão 01","38","2","2","4.29"
"C. Mourão 01","46","2","2","3.46"
"C. Mourão 01","54","2","2","4.32"
"C. Mourão 01","62","2","2","4.21"
"C. Mourão 01","7","2","2","3.29"
"C. Mourão 01","15","2","2","4.86"
"C. Mourão 01","23","2","2","3.34"
"C. Mourão 01","31","2","2","4.2"
"C. Mourão 01","39","2","2","4.74"
"C. Mourão 01","47","2","2","3.17"
"C. Mourão 01","55","2","2","3.86"
"C. Mourão 01","63","2","2","2.76"
"C. Mourão 01","8","2","2","3.86"
"C. Mourão 01","16","2","2","6.62"
"C. Mourão 01","24","2","2","4.67"
"C. Mourão 01","32","2","2","4.17"
"C. Mourão 01","40","2","2","4.39"
"C. Mourão 01","48","2","2","3.47"
"C. Mourão 01","56","2","2","3.81"
"C. Mourão 01","64","2","2","4.95"
"N. S. das Dores 01","1","1","2","10.23"
"N. S. das Dores 01","2","1","2","8.5"
"N. S. das Dores 01","3","1","2","8.93"
"N. S. das Dores 01","4","1","2","9.57"
"N. S. das Dores 01","5","1","2","5.33"
"N. S. das Dores 01","6","1","2","9.23"
"N. S. das Dores 01","7","1","2","8.33"
"N. S. das Dores 01","8","1","2","7.63"
"N. S. das Dores 01","9","1","2","7.67"
"N. S. das Dores 01","10","1","2","6.7"
"N. S. das Dores 01","11","1","2","9.7"
"N. S. das Dores 01","12","1","2","8.13"
"N. S. das Dores 01","13","1","2","7.83"
"N. S. das Dores 01","14","1","2","6.07"
"N. S. das Dores 01","15","1","2","7.00"
"N. S. das Dores 01","16","1","2","13.9"
"N. S. das Dores 01","17","1","2","6.4"
"N. S. das Dores 01","18","1","2","4.63"
"N. S. das Dores 01","19","1","2","8.43"
"N. S. das Dores 01","20","1","2","6.43"
"N. S. das Dores 01","21","1","2","8.87"
"N. S. das Dores 01","22","1","2","13.00"
"N. S. das Dores 01","23","1","2","8.4"
"N. S. das Dores 01","24","1","2","8.1"
"N. S. das Dores 01","25","1","2","8.7"
"N. S. das Dores 01","26","1","2","8.1"
"N. S. das Dores 01","27","1","2","9.47"
"N. S. das Dores 01","28","1","2","8.27"
"N. S. das Dores 01","29","1","2","8.03"
"N. S. das Dores 01","30","1","2","6.93"
"N. S. das Dores 01","31","1","2","6.03"
"N. S. das Dores 01","32","1","2","6.2"
"N. S. das Dores 01","33","1","2","6.47"
"N. S. das Dores 01","34","1","2","7.00"
"N. S. das Dores 01","35","1","2","12.37"
"N. S. das Dores 01","36","1","2","4.7"
"N. S. das Dores 01","37","1","2","8.17"
"N. S. das Dores 01","38","1","2","6.83"
"N. S. das Dores 01","39","1","2","9.1"
"N. S. das Dores 01","40","1","2","7.07"
"N. S. das Dores 01","41","1","2","5.37"
"N. S. das Dores 01","42","1","2","7.63"
"N. S. das Dores 01","43","1","2","5.67"
"N. S. das Dores 01","44","1","2","8.07"
"N. S. das Dores 01","45","1","2","7.73"
"N. S. das Dores 01","46","1","2","7.6"
"N. S. das Dores 01","47","1","2","11.73"
"N. S. das Dores 01","48","1","2","8.77"
"N. S. das Dores 01","49","1","2","8.83"
"N. S. das Dores 01","50","1","2","7.00"
"N. S. das Dores 01","51","1","2","10.1"
"N. S. das Dores 01","52","1","2","9.5"
"N. S. das Dores 01","53","1","2","4.97"
"N. S. das Dores 01","54","1","2","9.23"
"N. S. das Dores 01","55","1","2","6.8"
"N. S. das Dores 01","56","1","2","8.73"
"N. S. das Dores 01","57","1","2","3.17"
"N. S. das Dores 01","58","1","2","5.33"
"N. S. das Dores 01","59","1","2","5.8"
"N. S. das Dores 01","60","1","2","7.83"
"N. S. das Dores 01","61","1","2","9.03"
"N. S. das Dores 01","62","1","2","8.03"
"N. S. das Dores 01","63","1","2","8.07"
"N. S. das Dores 01","64","1","2","7.8"
"N. S. das Dores 01","1","2","2","11.27"
"N. S. das Dores 01","9","2","2","7.53"
"N. S. das Dores 01","17","2","2","9.7"
"N. S. das Dores 01","25","2","2","8.9"
"N. S. das Dores 01","33","2","2","7.27"
"N. S. das Dores 01","41","2","2","7.33"
"N. S. das Dores 01","49","2","2","9.2"
"N. S. das Dores 01","57","2","2","8.63"
"N. S. das Dores 01","2","2","2","10.2"
"N. S. das Dores 01","10","2","2","7.03"
"N. S. das Dores 01","18","2","2","6.3"
"N. S. das Dores 01","26","2","2","8.8"
"N. S. das Dores 01","34","2","2","7.57"
"N. S. das Dores 01","42","2","2","9.37"
"N. S. das Dores 01","50","2","2","9.67"
"N. S. das Dores 01","58","2","2","8.03"
"N. S. das Dores 01","3","2","2","5.77"
"N. S. das Dores 01","11","2","2","7.53"
"N. S. das Dores 01","19","2","2","8.33"
"N. S. das Dores 01","27","2","2","8.17"
"N. S. das Dores 01","35","2","2","10.87"
"N. S. das Dores 01","43","2","2","7.07"
"N. S. das Dores 01","51","2","2","10.1"
"N. S. das Dores 01","59","2","2","8.43"
"N. S. das Dores 01","4","2","2","9.03"
"N. S. das Dores 01","12","2","2","9.97"
"N. S. das Dores 01","20","2","2","7.57"
"N. S. das Dores 01","28","2","2","10.3"
"N. S. das Dores 01","36","2","2","7.63"
"N. S. das Dores 01","44","2","2","9.67"
"N. S. das Dores 01","52","2","2","13.23"
"N. S. das Dores 01","60","2","2","6.53"
"N. S. das Dores 01","5","2","2","6.83"
"N. S. das Dores 01","13","2","2","11.27"
"N. S. das Dores 01","21","2","2","8.87"
"N. S. das Dores 01","29","2","2","10.63"
"N. S. das Dores 01","37","2","2","9.23"
"N. S. das Dores 01","45","2","2","10.13"
"N. S. das Dores 01","53","2","2","5.13"
"N. S. das Dores 01","61","2","2","8.13"
"N. S. das Dores 01","6","2","2","8.4"
"N. S. das Dores 01","14","2","2","6.8"
"N. S. das Dores 01","22","2","2","13.47"
"N. S. das Dores 01","30","2","2","8.3"
"N. S. das Dores 01","38","2","2","8.73"
"N. S. das Dores 01","46","2","2","10.07"
"N. S. das Dores 01","54","2","2","8.57"
"N. S. das Dores 01","62","2","2","7.97"
"N. S. das Dores 01","7","2","2","8.3"
"N. S. das Dores 01","15","2","2","9.6"
"N. S. das Dores 01","23","2","2","9.37"
"N. S. das Dores 01","31","2","2","6.93"
"N. S. das Dores 01","39","2","2","9.5"
"N. S. das Dores 01","47","2","2","9.3"
"N. S. das Dores 01","55","2","2","6.93"
"N. S. das Dores 01","63","2","2","8.73"
"N. S. das Dores 01","8","2","2","7.83"
"N. S. das Dores 01","16","2","2","12.87"
"N. S. das Dores 01","24","2","2","8.5"
"N. S. das Dores 01","32","2","2","7.7"
"N. S. das Dores 01","40","2","2","8.03"
"N. S. das Dores 01","48","2","2","8.93"
"N. S. das Dores 01","56","2","2","6.57"
"N. S. das Dores 01","64","2","2","8.33"
"N. S. das Dores 01","1","1","1","8.33"
"N. S. das Dores 01","2","1","1","9.73"
"N. S. das Dores 01","3","1","1","6.03"
"N. S. das Dores 01","4","1","1","5.93"
"N. S. das Dores 01","5","1","1","9.13"
"N. S. das Dores 01","6","1","1","8.83"
"N. S. das Dores 01","7","1","1","8.07"
"N. S. das Dores 01","8","1","1","7.6"
"N. S. das Dores 01","9","1","1","7.67"
"N. S. das Dores 01","10","1","1","6.93"
"N. S. das Dores 01","11","1","1","7.7"
"N. S. das Dores 01","12","1","1","7.33"
"N. S. das Dores 01","13","1","1","6.1"
"N. S. das Dores 01","14","1","1","6.17"
"N. S. das Dores 01","15","1","1","8.33"
"N. S. das Dores 01","16","1","1","10.1"
"N. S. das Dores 01","17","1","1","8.4"
"N. S. das Dores 01","18","1","1","4.53"
"N. S. das Dores 01","19","1","1","5.6"
"N. S. das Dores 01","20","1","1","5.17"
"N. S. das Dores 01","21","1","1","7.6"
"N. S. das Dores 01","22","1","1","10.5"
"N. S. das Dores 01","23","1","1","6.73"
"N. S. das Dores 01","24","1","1","7.57"
"N. S. das Dores 01","25","1","1","7.73"
"N. S. das Dores 01","26","1","1","7.2"
"N. S. das Dores 01","27","1","1","5.73"
"N. S. das Dores 01","28","1","1","5.7"
"N. S. das Dores 01","29","1","1","5.77"
"N. S. das Dores 01","30","1","1","7.07"
"N. S. das Dores 01","31","1","1","6.33"
"N. S. das Dores 01","32","1","1","9.3"
"N. S. das Dores 01","33","1","1","6.63"
"N. S. das Dores 01","34","1","1","8.27"
"N. S. das Dores 01","35","1","1","9.00"
"N. S. das Dores 01","36","1","1","8.5"
"N. S. das Dores 01","37","1","1","4.23"
"N. S. das Dores 01","38","1","1","5.7"
"N. S. das Dores 01","39","1","1","6.23"
"N. S. das Dores 01","40","1","1","7.23"
"N. S. das Dores 01","41","1","1","4.67"
"N. S. das Dores 01","42","1","1","6.67"
"N. S. das Dores 01","43","1","1","4.8"
"N. S. das Dores 01","44","1","1","4.13"
"N. S. das Dores 01","45","1","1","6.1"
"N. S. das Dores 01","46","1","1","4.2"
"N. S. das Dores 01","47","1","1","6.4"
"N. S. das Dores 01","48","1","1","7.37"
"N. S. das Dores 01","49","1","1","6.43"
"N. S. das Dores 01","50","1","1","8.23"
"N. S. das Dores 01","51","1","1","8.77"
"N. S. das Dores 01","52","1","1","9.33"
"N. S. das Dores 01","53","1","1","6.6"
"N. S. das Dores 01","54","1","1","6.53"
"N. S. das Dores 01","55","1","1","9.53"
"N. S. das Dores 01","56","1","1","3.1"
"N. S. das Dores 01","57","1","1","5.33"
"N. S. das Dores 01","58","1","1","3.9"
"N. S. das Dores 01","59","1","1","5.73"
"N. S. das Dores 01","60","1","1","5.73"
"N. S. das Dores 01","61","1","1","7.43"
"N. S. das Dores 01","62","1","1","6.63"
"N. S. das Dores 01","63","1","1","7.83"
"N. S. das Dores 01","64","1","1","6.3"
"N. S. das Dores 01","1","2","1","7.23"
"N. S. das Dores 01","9","2","1","7.03"
"N. S. das Dores 01","17","2","1","7.73"
"N. S. das Dores 01","25","2","1","8.03"
"N. S. das Dores 01","33","2","1","6.53"
"N. S. das Dores 01","41","2","1","6.83"
"N. S. das Dores 01","49","2","1","8.87"
"N. S. das Dores 01","57","2","1","7.97"
"N. S. das Dores 01","2","2","1","10.67"
"N. S. das Dores 01","10","2","1","6.97"
"N. S. das Dores 01","18","2","1","7.87"
"N. S. das Dores 01","26","2","1","6.83"
"N. S. das Dores 01","34","2","1","8.2"
"N. S. das Dores 01","42","2","1","6.7"
"N. S. das Dores 01","50","2","1","7.6"
"N. S. das Dores 01","58","2","1","8.5"
"N. S. das Dores 01","3","2","1","5.07"
"N. S. das Dores 01","11","2","1","6.97"
"N. S. das Dores 01","19","2","1","5.73"
"N. S. das Dores 01","27","2","1","8.37"
"N. S. das Dores 01","35","2","1","9.27"
"N. S. das Dores 01","43","2","1","8.73"
"N. S. das Dores 01","51","2","1","8.2"
"N. S. das Dores 01","59","2","1","6.1"
"N. S. das Dores 01","4","2","1","7.8"
"N. S. das Dores 01","12","2","1","7.87"
"N. S. das Dores 01","20","2","1","5.57"
"N. S. das Dores 01","28","2","1","8.63"
"N. S. das Dores 01","36","2","1","8.83"
"N. S. das Dores 01","44","2","1","8.2"
"N. S. das Dores 01","52","2","1","8.8"
"N. S. das Dores 01","60","2","1","6.00"
"N. S. das Dores 01","5","2","1","8.07"
"N. S. das Dores 01","13","2","1","7.9"
"N. S. das Dores 01","21","2","1","7.53"
"N. S. das Dores 01","29","2","1","8.93"
"N. S. das Dores 01","37","2","1","5.13"
"N. S. das Dores 01","45","2","1","8.7"
"N. S. das Dores 01","53","2","1","6.1"
"N. S. das Dores 01","61","2","1","5.83"
"N. S. das Dores 01","6","2","1","8.03"
"N. S. das Dores 01","14","2","1","6.7"
"N. S. das Dores 01","22","2","1","12.33"
"N. S. das Dores 01","30","2","1","5.93"
"N. S. das Dores 01","38","2","1","8.13"
"N. S. das Dores 01","46","2","1","8.93"
"N. S. das Dores 01","54","2","1","7.67"
"N. S. das Dores 01","62","2","1","6.77"
"N. S. das Dores 01","7","2","1","8.1"
"N. S. das Dores 01","15","2","1","7.07"
"N. S. das Dores 01","23","2","1","5.7"
"N. S. das Dores 01","31","2","1","6.33"
"N. S. das Dores 01","39","2","1","7.93"
"N. S. das Dores 01","47","2","1","6.33"
"N. S. das Dores 01","55","2","1","5.37"
"N. S. das Dores 01","63","2","1","6.37"
"N. S. das Dores 01","8","2","1","5.43"
"N. S. das Dores 01","16","2","1","10.63"
"N. S. das Dores 01","24","2","1","5.6"
"N. S. das Dores 01","32","2","1","4.97"
"N. S. das Dores 01","40","2","1","5.87"
"N. S. das Dores 01","48","2","1","7.57"
"N. S. das Dores 01","56","2","1","5.07"
"N. S. das Dores 01","64","2","1","6.2"
"Planaltina","1","1","2","11.82"
"Planaltina","2","1","2","12.95"
"Planaltina","3","1","2","13.82"
"Planaltina","4","1","2","10.76"
"Planaltina","5","1","2","13.84"
"Planaltina","6","1","2","12.46"
"Planaltina","7","1","2","12.41"
"Planaltina","8","1","2","12.38"
"Planaltina","9","1","2","13.29"
"Planaltina","10","1","2","11.73"
"Planaltina","11","1","2","11.8"
"Planaltina","12","1","2","13.12"
"Planaltina","13","1","2","11.97"
"Planaltina","14","1","2","12.42"
"Planaltina","15","1","2","9.73"
"Planaltina","16","1","2","13.44"
"Planaltina","17","1","2","14.41"
"Planaltina","18","1","2","13.67"
"Planaltina","19","1","2","10.79"
"Planaltina","20","1","2","12.98"
"Planaltina","21","1","2","13.65"
"Planaltina","22","1","2","13.6"
"Planaltina","23","1","2","12.75"
"Planaltina","24","1","2","12.04"
"Planaltina","25","1","2","11.08"
"Planaltina","26","1","2","13.13"
"Planaltina","27","1","2","14.6"
"Planaltina","28","1","2","10.38"
"Planaltina","29","1","2","11.86"
"Planaltina","30","1","2","11.52"
"Planaltina","31","1","2","11.66"
"Planaltina","32","1","2","13.16"
"Planaltina","33","1","2","13.44"
"Planaltina","34","1","2","11.91"
"Planaltina","35","1","2","13.5"
"Planaltina","36","1","2","9.61"
"Planaltina","37","1","2","9.72"
"Planaltina","38","1","2","12.64"
"Planaltina","39","1","2","12.86"
"Planaltina","40","1","2","12.44"
"Planaltina","41","1","2","10.85"
"Planaltina","42","1","2","10.14"
"Planaltina","43","1","2","11.96"
"Planaltina","44","1","2","13.98"
"Planaltina","45","1","2","9.69"
"Planaltina","46","1","2","13.41"
"Planaltina","47","1","2","11.09"
"Planaltina","48","1","2","10.71"
"Planaltina","49","1","2","13.66"
"Planaltina","50","1","2","12.49"
"Planaltina","51","1","2","10.78"
"Planaltina","52","1","2","12.12"
"Planaltina","53","1","2","13.49"
"Planaltina","54","1","2","13.8"
"Planaltina","55","1","2","12.67"
"Planaltina","56","1","2","12.29"
"Planaltina","57","1","2","12.08"
"Planaltina","58","1","2","9.68"
"Planaltina","59","1","2","11.6"
"Planaltina","60","1","2","11.06"
"Planaltina","61","1","2","12.31"
"Planaltina","62","1","2","11.95"
"Planaltina","63","1","2","11.88"
"Planaltina","64","1","2","11.3"
"Planaltina","1","2","2","10.89"
"Planaltina","9","2","2","11.41"
"Planaltina","17","2","2","13.02"
"Planaltina","25","2","2","8.25"
"Planaltina","33","2","2","13.65"
"Planaltina","41","2","2","11.39"
"Planaltina","49","2","2","12.08"
"Planaltina","57","2","2","11.06"
"Planaltina","2","2","2","9.6"
"Planaltina","10","2","2","9.64"
"Planaltina","18","2","2","12.65"
"Planaltina","26","2","2","12.68"
"Planaltina","34","2","2","13.02"
"Planaltina","42","2","2","11.01"
"Planaltina","50","2","2","9.61"
"Planaltina","58","2","2","12.34"
"Planaltina","3","2","2","11.93"
"Planaltina","11","2","2","12.34"
"Planaltina","19","2","2","10.18"
"Planaltina","27","2","2","12.02"
"Planaltina","35","2","2","11.52"
"Planaltina","43","2","2","13.41"
"Planaltina","51","2","2","11.06"
"Planaltina","59","2","2","11.92"
"Planaltina","4","2","2","9.08"
"Planaltina","12","2","2","10.85"
"Planaltina","20","2","2","13.22"
"Planaltina","28","2","2","9.76"
"Planaltina","36","2","2","11.89"
"Planaltina","44","2","2","12.03"
"Planaltina","52","2","2","10.2"
"Planaltina","60","2","2","8.44"
"Planaltina","5","2","2","14.09"
"Planaltina","13","2","2","11.77"
"Planaltina","21","2","2","11.78"
"Planaltina","29","2","2","12.02"
"Planaltina","37","2","2","10.66"
"Planaltina","45","2","2","10.29"
"Planaltina","53","2","2","13.7"
"Planaltina","61","2","2","12.41"
"Planaltina","6","2","2","12.29"
"Planaltina","14","2","2","10.42"
"Planaltina","22","2","2","11.45"
"Planaltina","30","2","2","10.5"
"Planaltina","38","2","2","12.05"
"Planaltina","46","2","2","12.04"
"Planaltina","54","2","2","10.55"
"Planaltina","62","2","2","11.33"
"Planaltina","7","2","2","11.28"
"Planaltina","15","2","2","11.93"
"Planaltina","23","2","2","11.39"
"Planaltina","31","2","2","10.51"
"Planaltina","39","2","2","10.4"
"Planaltina","47","2","2","11.04"
"Planaltina","55","2","2","11.01"
"Planaltina","63","2","2","13.97"
"Planaltina","8","2","2","11.56"
"Planaltina","16","2","2","11.04"
"Planaltina","24","2","2","12.39"
"Planaltina","32","2","2","11.37"
"Planaltina","40","2","2","11.93"
"Planaltina","48","2","2","12.05"
"Planaltina","56","2","2","12.51"
"Planaltina","64","2","2","11.81"
"Sinop 02","1","1","1","7.08"
"Sinop 02","2","1","1","7.38"
"Sinop 02","3","1","1","8.06"
"Sinop 02","4","1","1","7.28"
"Sinop 02","5","1","1","5.95"
"Sinop 02","6","1","1","8.02"
"Sinop 02","7","1","1","7.56"
"Sinop 02","8","1","1","6.89"
"Sinop 02","9","1","1","9.45"
"Sinop 02","10","1","1","6.03"
"Sinop 02","11","1","1","9.01"
"Sinop 02","12","1","1","8.37"
"Sinop 02","13","1","1","5.65"
"Sinop 02","14","1","1","8.37"
"Sinop 02","15","1","1","8.35"
"Sinop 02","16","1","1","11.56"
"Sinop 02","17","1","1","9.16"
"Sinop 02","18","1","1","8.47"
"Sinop 02","19","1","1","6.84"
"Sinop 02","20","1","1","6.8"
"Sinop 02","21","1","1","7.06"
"Sinop 02","22","1","1","10.69"
"Sinop 02","23","1","1","6.27"
"Sinop 02","24","1","1","7.47"
"Sinop 02","25","1","1","7.5"
"Sinop 02","26","1","1","7.94"
"Sinop 02","27","1","1","6.34"
"Sinop 02","28","1","1","5.13"
"Sinop 02","29","1","1","7.26"
"Sinop 02","30","1","1","7.98"
"Sinop 02","31","1","1","8.06"
"Sinop 02","32","1","1","10.05"
"Sinop 02","33","1","1","9.29"
"Sinop 02","34","1","1","6.02"
"Sinop 02","35","1","1","12.26"
"Sinop 02","36","1","1","6.99"
"Sinop 02","37","1","1","6.97"
"Sinop 02","38","1","1","7.32"
"Sinop 02","39","1","1","7.64"
"Sinop 02","40","1","1","7.52"
"Sinop 02","41","1","1","6.86"
"Sinop 02","42","1","1","7.2"
"Sinop 02","43","1","1","7.73"
"Sinop 02","44","1","1","6.68"
"Sinop 02","45","1","1","6.98"
"Sinop 02","46","1","1","6.8"
"Sinop 02","47","1","1","9.18"
"Sinop 02","48","1","1","9.32"
"Sinop 02","49","1","1","9.66"
"Sinop 02","50","1","1","8.32"
"Sinop 02","51","1","1","6.72"
"Sinop 02","52","1","1","6.83"
"Sinop 02","53","1","1","10.87"
"Sinop 02","54","1","1","9.12"
"Sinop 02","55","1","1","7.00"
"Sinop 02","56","1","1","8.58"
"Sinop 02","57","1","1","5.38"
"Sinop 02","58","1","1","5.54"
"Sinop 02","59","1","1","8.14"
"Sinop 02","60","1","1","4.27"
"Sinop 02","61","1","1","7.22"
"Sinop 02","62","1","1","6.14"
"Sinop 02","63","1","1","7.14"
"Sinop 02","64","1","1","8.27"
"Sinop 02","1","2","1","6.27"
"Sinop 02","9","2","1","8.47"
"Sinop 02","17","2","1","6.72"
"Sinop 02","25","2","1","6.87"
"Sinop 02","33","2","1","7.46"
"Sinop 02","41","2","1","5.42"
"Sinop 02","49","2","1","6.65"
"Sinop 02","57","2","1","7.43"
"Sinop 02","2","2","1","6.16"
"Sinop 02","10","2","1","7.47"
"Sinop 02","18","2","1","6.83"
"Sinop 02","26","2","1","8.91"
"Sinop 02","34","2","1","8.34"
"Sinop 02","42","2","1","7.61"
"Sinop 02","50","2","1","9.39"
"Sinop 02","58","2","1","5.98"
"Sinop 02","3","2","1","9.35"
"Sinop 02","11","2","1","8.34"
"Sinop 02","19","2","1","7.4"
"Sinop 02","27","2","1","7.82"
"Sinop 02","35","2","1","11.06"
"Sinop 02","43","2","1","8.28"
"Sinop 02","51","2","1","4.71"
"Sinop 02","59","2","1","9.06"
"Sinop 02","4","2","1","6.15"
"Sinop 02","12","2","1","6.42"
"Sinop 02","20","2","1","8.25"
"Sinop 02","28","2","1","5.69"
"Sinop 02","36","2","1","5.45"
"Sinop 02","44","2","1","9.11"
"Sinop 02","52","2","1","4.52"
"Sinop 02","60","2","1","4.57"
"Sinop 02","5","2","1","8.77"
"Sinop 02","13","2","1","7.08"
"Sinop 02","21","2","1","7.82"
"Sinop 02","29","2","1","6.35"
"Sinop 02","37","2","1","8.65"
"Sinop 02","45","2","1","8.36"
"Sinop 02","53","2","1","9.01"
"Sinop 02","61","2","1","8.82"
"Sinop 02","6","2","1","4.96"
"Sinop 02","14","2","1","8.37"
"Sinop 02","22","2","1","11.05"
"Sinop 02","30","2","1","6.63"
"Sinop 02","38","2","1","8.84"
"Sinop 02","46","2","1","6.13"
"Sinop 02","54","2","1","7.99"
"Sinop 02","62","2","1","7.35"
"Sinop 02","7","2","1","8.86"
"Sinop 02","15","2","1","9.65"
"Sinop 02","23","2","1","7.51"
"Sinop 02","31","2","1","8.51"
"Sinop 02","39","2","1","8.38"
"Sinop 02","47","2","1","8.28"
"Sinop 02","55","2","1","6.57"
"Sinop 02","63","2","1","6.75"
"Sinop 02","8","2","1","5.91"
"Sinop 02","16","2","1","9.7"
"Sinop 02","24","2","1","6.77"
"Sinop 02","32","2","1","10.09"
"Sinop 02","40","2","1","7.88"
"Sinop 02","48","2","1","9.08"
"Sinop 02","56","2","1","9.18"
"Sinop 02","64","2","1","10.42"
"C. Mourão 02","1","1","1","9.79"
"C. Mourão 02","2","1","1","9.87"
"C. Mourão 02","3","1","1","10.54"
"C. Mourão 02","4","1","1","9.47"
"C. Mourão 02","5","1","1","11.51"
"C. Mourão 02","6","1","1","9.96"
"C. Mourão 02","7","1","1","11.44"
"C. Mourão 02","8","1","1","10.69"
"C. Mourão 02","9","1","1","10.75"
"C. Mourão 02","10","1","1","10.3"
"C. Mourão 02","11","1","1","10.36"
"C. Mourão 02","12","1","1","12.07"
"C. Mourão 02","13","1","1","12.1"
"C. Mourão 02","14","1","1","12.1"
"C. Mourão 02","15","1","1","9.14"
"C. Mourão 02","16","1","1","13.41"
"C. Mourão 02","17","1","1","7.8"
"C. Mourão 02","18","1","1","12.94"
"C. Mourão 02","19","1","1","11.12"
"C. Mourão 02","20","1","1","12.04"
"C. Mourão 02","21","1","1","10.15"
"C. Mourão 02","22","1","1","12.76"
"C. Mourão 02","23","1","1","9.31"
"C. Mourão 02","24","1","1","9.58"
"C. Mourão 02","25","1","1","10.3"
"C. Mourão 02","26","1","1","11.08"
"C. Mourão 02","27","1","1","9.74"
"C. Mourão 02","28","1","1","9.77"
"C. Mourão 02","29","1","1","10.41"
"C. Mourão 02","30","1","1","8.88"
"C. Mourão 02","31","1","1","11.02"
"C. Mourão 02","32","1","1","10.55"
"C. Mourão 02","33","1","1","12.13"
"C. Mourão 02","34","1","1","12.49"
"C. Mourão 02","35","1","1","12.58"
"C. Mourão 02","36","1","1","9.54"
"C. Mourão 02","37","1","1","9.66"
"C. Mourão 02","38","1","1","12.18"
"C. Mourão 02","39","1","1","9.38"
"C. Mourão 02","40","1","1","10.48"
"C. Mourão 02","41","1","1","9.69"
"C. Mourão 02","42","1","1","8.42"
"C. Mourão 02","43","1","1","12.27"
"C. Mourão 02","44","1","1","10.95"
"C. Mourão 02","45","1","1","10.12"
"C. Mourão 02","46","1","1","12.04"
"C. Mourão 02","47","1","1","10.04"
"C. Mourão 02","48","1","1","10.59"
"C. Mourão 02","49","1","1","11.44"
"C. Mourão 02","50","1","1","11.54"
"C. Mourão 02","51","1","1","9.58"
"C. Mourão 02","52","1","1","10.88"
"C. Mourão 02","53","1","1","11.37"
"C. Mourão 02","54","1","1","9.75"
"C. Mourão 02","55","1","1","11.77"
"C. Mourão 02","56","1","1","11.62"
"C. Mourão 02","57","1","1","11.14"
"C. Mourão 02","58","1","1","8.79"
"C. Mourão 02","59","1","1","9.13"
"C. Mourão 02","60","1","1","11.35"
"C. Mourão 02","61","1","1","10.26"
"C. Mourão 02","62","1","1","9.79"
"C. Mourão 02","63","1","1","9.99"
"C. Mourão 02","64","1","1","11.93"
"C. Mourão 02","1","2","1","9.65"
"C. Mourão 02","9","2","1","10.3"
"C. Mourão 02","17","2","1","8.28"
"C. Mourão 02","25","2","1","8.59"
"C. Mourão 02","33","2","1","12.95"
"C. Mourão 02","41","2","1","10.32"
"C. Mourão 02","49","2","1","11.33"
"C. Mourão 02","57","2","1","10.95"
"C. Mourão 02","2","2","1","9.7"
"C. Mourão 02","10","2","1","10.11"
